entity_id,name_bn,name_en,food_type,category,summary_bn,image_url
food_85,চিড়া দই,Chira Doi,Breakfast,Food & Dining,চিড়া দই বাংলাদেশের একটি জনপ্রিয় ঐতিহ্যবাহী খাবার।,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kacchi_Biryani_Dhaka.jpg/320px-Kacchi_Biryani_Dhaka.jpg
food_86,মুড়ি,Muri,Snack,Food & Dining,মুড়ি বাংলাদেশের একটি জনপ্রিয় ঐতিহ্যবাহী খাবার।,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kacchi_Biryani_Dhaka.jpg/320px-Kacchi_Biryani_Dhaka.jpg
food_87,চাল ভাজা,Chal Bhaja,Snack,Food & Dining,চাল ভাজা বাংলাদেশের একটি জনপ্রিয় ঐতিহ্যবাহী খাবার।,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kacchi_Biryani_Dhaka.jpg/320px-Kacchi_Biryani_Dhaka.jpg
food_88,জর্দা,Zarda,Festival,Food & Dining,জর্দা বাংলাদেশের একটি জনপ্রিয় ঐতিহ্যবাহী খাবার।,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kacchi_Biryani_Dhaka.jpg/320px-Kacchi_Biryani_Dhaka.jpg
food_89,মোরব্বা,Murabba,Festival,Food & Dining,মোরব্বা বাংলাদেশের একটি জনপ্রিয় ঐতিহ্যবাহী খাবার।,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kacchi_Biryani_Dhaka.jpg/320px-Kacchi_Biryani_Dhaka.jpg
food_90,শাহি জর্দা,Shahi Zarda,Festival,Food & Dining,"শাহি জর্দা—মিষ্টি চালের দানা, ঘি, বাদাম ও এলাচের সুগন্ধে ভরপুর, রঙিন সোনালি রঙে ঐতিহ্যবাহী মিষ্টি।",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kacchi_Biryani_Dhaka.jpg/320px-Kacchi_Biryani_Dhaka.jpg
food_91,বাকরখানি,Bakarkhani,Bread,Food & Dining,"বাকরখানি—মাখনের সমৃদ্ধি, মিষ্টি গুঁড়া ও তিলের ছিটা, দু’বার বেক করা মসৃণ মসলা ভরা রুটি।",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Bakarkhani_Old_Dhaka.jpg/320px-Bakarkhani_Old_Dhaka.jpg
food_92,নওয়াবী বিরিয়ানি,Nawabi Biryani,Main Course,Food & Dining,"নওয়াবী বিরিয়ানি—সুগন্ধি বাসমতি চাল, নরম মাংস, গরম মশলা ও কেশর মিশ্রণে রাজকীয় স্বাদ।",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kacchi_Biryani_Dhaka.jpg/320px-Kacchi_Biryani_Dhaka.jpg
food_93,কালাই রুটি,Kalai Roti,Bread,Food & Dining,"কালাই রুটি—ময়দা, তেল ও গুঁড়া মশলার মিশ্রণে গড়া, গরম তাপে ভাজা সোনালি, মশলাদার রুটি।",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kacchi_Biryani_Dhaka.jpg/320px-Kacchi_Biryani_Dhaka.jpg
food_94,ভাপা পিঠা,Bhapa Pitha,Traditional,Food & Dining,"ভাপা পিঠা—চালের গুঁড়া, নারিকেল ও চিনি মিশিয়ে বাষ্পে রান্না, নরম ও মিষ্টি স্বাদে ভরা।",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kacchi_Biryani_Dhaka.jpg/320px-Kacchi_Biryani_Dhaka.jpg
food_95,মাংসের পায়া,Paya,Stew,Food & Dining,"মাংসের পায়া—গোড়ার পা থেকে তৈরি গাঢ় স্যুপ, আদা, রসুন ও মশলার সমৃদ্ধি, গরম গরম ভাতের সঙ্গে।",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kacchi_Biryani_Dhaka.jpg/320px-Kacchi_Biryani_Dhaka.jpg
food_96,মেজবানি গরু,Mejbani Beef,Main Course,Food & Dining,"মেজবানি গরু—ধীরগতি গরুর মাংস, দই, তিলের তেল ও মশলা মিশিয়ে রসালো, মাটির স্বাদে ভরপুর।",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kacchi_Biryani_Dhaka.jpg/320px-Kacchi_Biryani_Dhaka.jpg
